Gericht,Aktenzeichen,Datum,Art,Rechtsgrundlage,Text,Schlagwort,Urteil,pagination,pagination-href
Verwaltungsgericht Düsseldorf,26 K 668/06,24.08.2007,Urteil,"Informationsfreiheitsgesetz (Nordrhein-Westfalen), Umweltinformationsgesetz (Nordrhein-Westfalen)","Die Kläger begehrten Informationen über Empfänger von Fördermitteln aus dem Agrarhaushalt der Europäischen Union, beispielsweise Direktzahlungen an Landwirte. Das Verwaltungsgericht hält das Umweltinformationsgesetz nicht für anwendbar: Hierfür wäre es erforderlich, dass umweltbezogener Handlungsauftrag vorliegt. Nicht ausreichend ist es, wenn die jeweilige Stelle mit Umweltbelangen lediglich in Berührung kommt, lässt aber offen, ob es sich bei den begehrten Daten um Umweltinformationen handelt. Einer Herausgabe auf der Grundlage des Informationsfreiheitsgesetzes steht der Schutz personenbezogener Daten entgegen, zumal Einwilligungen der betroffenen Agrarmittelempfänger nicht vorliegen. Siehe auch folgende Entscheidungen: Verwaltungsgericht Köln, 13 K 4705/06, 25.11.2008 und 13 K 5055/06, 23.10.2008.","Begriffsbestimmung, Konkurrierende Rechtsvorschriften, Personenbezogene Daten",http://www.lda.brandenburg.de/media_fast/5955/VG_Duesseldorf_26_K_668_06.pdf,27,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=520
Oberverwaltungsgericht Mecklenburg-Vorpommern,1 M 81/07,27.08.2007,Beschluss,Informationsfreiheitsgesetz (Mecklenburg-Vorpommern),"Die Dringlichkeitsanforderung im vorläufigen Rechtsschutzverfahren wird nicht dadurch erfüllt, dass ein Unternehmen sich auf dem Wege des Zugangs zu Planungsentwürfen zu Eignungsgebieten für Windenergieanlagen verschaffen möchte, um sich einen Vorsprung vor Mitbewerbern zu verschaffen. Außerdem könnte das vorzeitige Bekanntwerden von Unterlagen zur Vorbereitung eines ersten Entwurfs eines Raumordnungsprogramms den Erfolg behördlicher Entscheidungen vereiteln. Der Behörde muss es möglich sein, sich zunächst selbst die notwendige Kenntnis aller Fakten zu verschaffen, bevor damit in die Öffentlichkeit gegangen wird. Das Urteil enthält zudem Ausführungen zur Behördeneigenschaft eines regionalen Planungsverbandes.","Entwürfe oder Vorarbeiten, Gefährdung des Erfolgs behördlicher Maßnahmen, Konkurrierende Rechtsvorschriften",http://www.lda.brandenburg.de/media_fast/5955/OVG_MV_1_M_81_07.pdf,27,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=520
Gericht der Europäischen Union,T-36/04,12.09.2007,Urteil,Verordnung (EG) Nr. 1049/2001 (Transparenzverordnung),"Die Ausnahme zum Schutz von Gerichtsverfahren und der Rechtsberatung in der Verordnung Nr. 1049/2001 ist enger geregelt als im Verhaltenskodex von 1993, so dass das betreffende Organ jedes Dokument auf die Möglichkeit (teilweiser) Offenlegung und die Beeinträchtigung der in der Ausnahmeregelung geschützten Interessen zu prüfen hat.  Die auf den Schutz von Gerichtsverfahren gerichtete Ausnahme in der Verordnung soll zudem das Recht jeder Person auf ein faires Verfahren vor einem unabhängigen Gericht wahren. Das als Rückausnahme konzipierte überwiegende öffentliche Interesse kann von den in der Verordnung verankerten Grundsätzen verschieden sein. Allerdings bleibt es auch bei Übereinstimmung zwischen den Grundsätzen der Verordnung und dem geltend gemachten überwiegenden Interesse bei dem Erfordernis einer Abwägung. Sofern das einzelnen Schriftsätzen zugrunde liegende Verfahren abgeschlossen ist, besteht kein Grund den Zugang zu den Schriftsätzen zu verweigern, es sei denn es liegt eine besondere Begründung vor, wie zum Beispiel die Beeinträchtigung eines weiteren Verfahrens.","Interessenabwägung, Internationale Beziehungen",http://www.lda.brandenburg.de/media_fast/5955/EuG_T_36_04.pdf,27,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=520
Bundesverwaltungsgericht,7 C 4.07,27.09.2007,Urteil,Umweltinformationsgesetz (Nordrhein-Westfalen),"Die Niederschriften einer nicht öffentlich tagenden kommunalen Grundwasserkommission fallen teilweise unter den Schutz der Vertraulichkeit der Beratungen. Dieser ist sowohl im Umweltinformationsgesetz Nordrhein-Westfalen vorgesehen als auch in einem formellen Gesetz außerhalb des Umweltinformationsrechts normiert, nämlich in der Kreisordnung, die den Ausschluss der Öffentlichkeit von den Sitzungen der Kommission vorsieht. Da für die Nachprüfung des angefochtenen Urteils die Rechtslage zum Zeitpunkt der Revisionsentscheidung maßgeblich ist, bleibt die noch vom Oberverwaltungsgericht erörterte Frage der unmittelbaren Anwendbarkeit der Umweltinformationsrichtlinie ohne Bedeutung, da die Umsetzung in Landesrecht zwischenzeitlich erfolgt ist. Das Bundesverwaltungsgericht weist damit die Revision gegen das Urteil des Oberverwaltungsgerichts Nordrhein-Westfalen zurück.","Beratungsgeheimnis (behördlicher Entscheidungsprozess), Interessenabwägung, Konkurrierende Rechtsvorschriften",http://www.lda.brandenburg.de/media_fast/5955/BVerwG_7_C_4_07.pdf,27,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=520
Oberverwaltungsgericht Berlin-Brandenburg,12 B 11.07,02.10.2007,Urteil,Informationsfreiheitsgesetz (Berlin),"Informationen aus den Kalkulationsunterlagen zur Genehmigung der Wassertarife der Berliner Wasserbetriebe beinhalten zwar Geschäftsgeheimnisse. Soweit sie das Berliner Monopolgeschäft betreffen, sind sie jedoch offen zu legen, da das Einsichtsinteresse des Klägers das Geheimhaltungsinteresse des Unternehmens überwiegt. Im Umlandgeschäft gilt das Gegenteil. Das Oberverwaltungsgericht ändert damit die Entscheidung der Vorinstanz.","Betriebs- und Geschäftsgeheimnisse, Interessenabwägung",http://www.lda.brandenburg.de/media_fast/5955/OVG_BE_BB_12_B_11_07.pdf,26,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=500
Oberverwaltungsgericht Berlin-Brandenburg,12 B 9.07,02.10.2007,Beschluss,Informationsfreiheitsgesetz (Berlin),"Die Entscheidung betrifft Unterlagen, die der Senatsverwaltung zur Genehmigung der Tarife für die Straßenreinigung von den Stadtreinigungsbetrieben vorgelegt worden waren. Unterlagen, die im Zentrum eines Genehmigungsverfahrens stehen und eine wesentliche Entscheidungsgrundlage der Behörde darstellen, werden materieller Bestandteil des Vorgangs und dürfen nicht zurückgegeben werden. Der Anspruch auf Akteneinsicht geht durch eine solche Rückgabe nicht unter. Der Beklagte ist zur Wiederbeschaffung verpflichtet. Der Schutz von Betriebs- und Geschäftsgeheimnissen steht der Einsicht ebenfalls nicht entgegen. Den Stadtreinigungsbetrieben fehlt es angesichts der Tatsache, dass der Großteil ihrer Tätigkeit ein Monopolgeschäft darstellt, an einem überwiegenden Schutzinteresse an der Geheimhaltung. Das Oberverwaltungsgericht ändert damit die Entscheidung der Erstinstanz.","Begriffsbestimmung, Betriebs- und Geschäftsgeheimnisse, Interessenabwägung",http://www.lda.brandenburg.de/media_fast/5955/OVG_BE_BB_12_B_9_07.pdf,27,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=520
Oberverwaltungsgericht Berlin-Brandenburg,12 B 12.07,02.10.2007,Urteil,Informationsfreiheitsgesetz (Berlin),"Informationen aus den Kalkulationsunterlagen zur Genehmigung der Wassertarife der Berliner Wasserbetriebe beinhalten zwar Geschäftsgeheimnisse. Soweit sie das Berliner Monopolgeschäft betreffen, sind sie jedoch offen zu legen, da das Einsichtsinteresse des Klägers das Geheimhaltungsinteresse des Unternehmens überwiegt. Im Umlandgeschäft gilt das Gegenteil. Das Oberverwaltungsgericht ändert damit die Entscheidung der Vorinstanz. Der Einsichtsanspruch ist nicht durch die Rückgabe der Unterlagen an die Wasserbetriebe untergegangen, da die Akten bei Eingang des Antrags bei der Behörde vorhanden, von dieser aber in Kenntnis der beantragten Akteneinsicht aus der Hand gegeben wurden. In solchen Fällen besteht die Pflicht zur Wiederbeschaffung.","Betriebs- und Geschäftsgeheimnisse, Interessenabwägung",http://www.lda.brandenburg.de/media_fast/5955/OVG_BE_BB_12_B_12_07.pdf,27,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=520
Verwaltungsgericht Dresden,13 K 2088/04,04.10.2007,Urteil,"Umweltinformationsgesetz (Bund), Richtlinie 2003/4/EG (Umweltinformationsrichtlinie)","Strittig war die Kostenerhebung für Umweltinformationen über die Trinkwasserversorgung. Das Umweltinformationsgesetz in Verbindung mit dem Sächsischen Verwaltungskostengesetz und der entsprechenden Tarifstelle des Sächsischen Kostenverzeichnisses ist hierfür die richtige Rechtsgrundlage. Sowohl das Kostendeckungs- als auch das Äquivalenzprinzip und die Vorgabe der Umweltinformationsrichtlinie werden dadurch angemessen berücksichtigt. Die Grundsätze des Kostendeckungs- und Äquivalenzprinzips gelten zudem nur für die Gebührenbemessung, nicht aber für die Erhebung von Auslagen. Die Vorgaben der Umweltinformationsrichtlinie sind nicht bundesrechtlich in eine einheitliche Gebührenregelung umzusetzen, die auch die Landesbehörden bindet. Die von der Behörde vorgenommene Einstufung als ""umfangreiche Anfrage"" wird nicht beanstandet.",Kosten,http://www.lda.brandenburg.de/media_fast/5955/VG_Dresden_13_K_2088_04.pdf,26,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=500
Verwaltungsgericht Berlin,2 A 101.06,10.10.2007,Urteil,Informationsfreiheitsgesetz (Bund),"Das Bundeskanzleramt ist nicht verpflichtet, Unterlagen zur Ostseepipeline offenzulegen, da es sich um Akten handelt, die die Regierungstätigkeit der Bundeskanzlerin bzw. des Bundeskanzleramtes betreffen. Die Regierungstätigkeit ist der öffentlichen Verwaltung nicht zuzurechnen; das Bundeskanzleramt hat nicht als Behörde im Sinne des Informationsfreiheitsgesetzes gehandelt. Vielmehr geht es um politische Entscheidungen, welche die Sicherung der Rohstoffversorgung der Bundesrepublik Deutschland sowie ihre auswärtigen Beziehungen betreffen.","Anwendungsbereich/Zuständigkeit, Internationale Beziehungen",http://www.lda.brandenburg.de/media_fast/5955/VG_Berlin_2_A_101_06.pdf,26,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=500
Verwaltungsgericht Berlin,2 A 102.06,10.10.2007,Urteil,Informationsfreiheitsgesetz (Bund),"Der Deutsche Bundestag ist verpflichtet, einem Journalisten Auskünfte über Einzahlungen von Bundestagsabgeordneten auf ein Sonderkonto zu erteilen, das der Präsident des Bundestages im Zusammenhang mit der sogenannten Bonusmeilenaffäre im Jahr 2002 eingerichtet hat. Es liegt bereits keine ausdrückliche Vertraulichkeitsabrede zwischen der Bundestagsverwaltung und den Abgeordneten zum Umgang mit Rückzahlungen des Geldwertes dienstlich erworbener Bonusmeilen vor, sodass dahinstehen kann, ob eine zugesagte Vertraulichkeit dazu dient, rechtswidriges Verhalten der Öffentlichkeit nicht bekannt werden zu lassen. Die in Rede stehenden Informationen ermöglichen zudem keinen eindeutigen Rückschluss auf einzelne Abgeordnete; der Ausnahmetatbestand zum Schutz personenbezogener Daten greift somit nicht.","Begriffsbestimmung, Interessenabwägung, Personenbezogene Daten",http://www.lda.brandenburg.de/media_fast/5955/VG_Berlin_2_A_102_06.pdf,26,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=500
Verwaltungsgericht Berlin,2 A 136.05,12.10.2007,Urteil,Informationsfreiheitsgesetz (Berlin),"Gegenstand des Antrags auf Informationszugang waren der vollständige Geschäftsverteilungsplan sowie der Aktenplan einer Senatsverwaltung. Eine Stellenbewertung hat keinen Bezug zur Person des Dienstposteninhabers, sondern lediglich zu dem Dienstposten oder Arbeitsgebiet. Daran ändert auch die Herstellung eines Zusammenhangs mit dem Namen des Dienstposteninhabers nichts. Personenbezug hat hier allenfalls die Angabe, dass der Betreffende die entsprechende Tätigkeit erledigt, was aber nicht Gegenstand des Verfahrens ist. Dem Kläger steht hier somit ein Informationsanspruch zu. Dies gilt jedoch nicht für Angaben über die Besoldungs-, Vergütungs- oder Lohngruppe des Stelleninhabers, dem gesetzliche Geheimhaltungspflichten (Beamtenrecht) bzw. der Schutz personenbezogener Daten (Angestellte) entgegenstehen, da es sich um Angaben aus Personalakten handelt. Das Informationsinteresse überwiegt diesbezüglich nicht das Interesse der Betroffenen an der Geheimhaltung. Der zu veröffentlichende Aktenplan der Behörde ist ausreichend und bedarf keiner Ergänzung.","(Gesetzliche) Geheimhaltungspflichten, Interessenabwägung, Personenbezogene Daten, Veröffentlichung von Informationen",http://www.lda.brandenburg.de/media_fast/5955/VG_Berlin_2_A_136_05.pdf,26,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=500
Bundesverwaltungsgericht,7 B 9.07,15.10.2007,Beschluss,Informationsfreiheitsgesetz (Nordrhein-Westfalen),"Das IHK-Gesetz des Bundes schließt die Befugnis der Länder nicht aus, durch ein allgemeines Informationsfreiheitsgesetz Ansprüche auf Zugang zu amtlichen Informationen außerhalb konkreter Verwaltungsverfahren auch gegenüber Industrie- und Handelskammern einzuräumen. Die Nichtzulassungsbeschwerde wird damit zurückgewiesen. Der Kläger, Geschäftsführer eines Mitglieds der Industrie- und Handelskammer, hat somit auf der Grundlage des Informationsfreiheitsgesetzes einen weitgehenden Anspruch auf Einsicht in die Unterlagen der Wahl zur Vollversammlung der Kammer.",Konkurrierende Rechtsvorschriften,http://www.lda.brandenburg.de/media_fast/5955/BVerwG_7_B_9_07.pdf,26,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=500
Verwaltungsgericht Braunschweig,5 A 188/06,17.10.2007,Urteil,Informationsfreiheitsgesetz (Bund),"Es besteht kein Anspruch auf Übersendung von Prüfungsunterlagen über ein elektronisches Wahlgerät. Dem Informationszugang steht der Schutz geistigen Eigentums entgegen. Dabei ist nicht nur das urheberrechtliche Recht auf Vervielfältigung und Verbreitung, sondern auch das Veröffentlichungsrecht zu berücksichtigen. Das Veröffentlichungsrecht des Geräteherstellers als Urheberin dieser Prüfunterlagen schließt einen Zugang des Klägers aus. Auch handelt es sich um vom Informationsfreiheitsgesetz geschützte Betriebs- und Geschäftsgeheimnisse. Fehlende Abwägungsmöglichkeiten und die ungleiche Gewichtung von personenbezogenen Daten und Geschäftsgeheimnissen begründen noch nicht die Verfassungswidrigkeit dieser Regelungen.","Betriebs- und Geschäftsgeheimnisse, Interessenabwägung, Personenbezogene Daten, Urheberrecht",http://www.lda.brandenburg.de/media_fast/5955/VG_Braunschweig_5_A_188_06.pdf,26,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=500
Bundesverwaltungsgericht,7 B 37.07,01.11.2007,Beschluss,"Informationsfreiheitsgesetz (Schleswig-Holstein), Umweltinformationsgesetz (Schleswig-Holstein)","Das Bundesverwaltungsgericht weist die Beschwerde gegen die Nichtzulassung der Revision durch das Oberverwaltungsgericht zurück. Der Kläger begehrt die Einsicht in Unterlagen zu einem geplanten Flughafenausbau, dessen Verwirklichung aufgegeben wurde. Der Begriff der Umweltinformation umfasst keine Pläne,  die bereits vor ihrer  Verwirklichung aufgegeben wurden. Das Umweltinformationsgesetz Schleswig-Holstein definiert den Begriff des Bereithaltens nicht enger als die Umweltinformationsrichtlinie gemeinschaftsrechtlich vorgibt. Informationen werden danach für eine Behörde bereitgehalten, wenn sie bei einer selbst nicht informationspflichtigen Stelle angefallen sind und von dieser für eine Behörde aufbewahrt werden, die einen Anspruch auf Übermittlung dieser Information hat.","Anwendungsbereich/Zuständigkeit, Begriffsbestimmung, Prozessuales",http://www.lda.brandenburg.de/media_fast/5955/BVerwG_7_B_37_07.pdf,26,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=500
Gericht der Europäischen Union,T-194/04,08.11.2007,Urteil,Verordnung (EG) Nr. 1049/2001 (Transparenzverordnung),"Beantragt die Öffentlichkeit den Zugang zu Dokumenten, für die personenbezogene Daten übermittelt werden müssen, so richtet sich die rechtliche Würdigung nach der Transparenzverordnung mit der Folge, dass die Notwendigkeit der Verarbeitung im Sinne der Verordnung Nr. 45/2001 entfällt.Grundsätzlich steht dem von der Übermittlung der personenbezogenen Daten Betroffenen ebenso wenig ein Widerrufsrecht nach der Verordnung Nr. 45/2001 zu. Allerdings sind deren Bestimmungen im Lichte der Grundrechte zu betrachten. Bei einer Teilnahme im Rahmen der beruflichen Tätigkeit als Vertreter einer Vereinigung stellt die Offenlegung des Namens keinen Eingriff in die Privatsphäre der betroffenen natürlichen Person dar. Die Ausnahmevorschrift zum Schutz von Inspektions-, Untersuchungs- und Audittätigkeiten soll nicht die Untersuchungstätigkeiten an sich, sondern deren Zweck schützen. Ist das Verfahren bereits eingestellt, kann ein Zweck nicht mehr vereitelt werden, so dass die Voraussetzungen der Ausnahmevorschrift nicht erfüllt sein können.","(Gesetzliche) Geheimhaltungspflichten, Aussonderungen, Konkurrierende Rechtsvorschriften, Personenbezogene Daten",http://www.lda.brandenburg.de/media_fast/5955/EuG_T_194_04.pdf,26,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=500
